CODDEPTO,DEPARTAMENTO,Codigo,MUNICIPIO,SE,CONFIRMADOS,ACTIVOS,FALLECIDOS,RECUPERADOS(*)
3,COCHABAMBA,30801,CLIZA,32,26,17,4,5
3,COCHABAMBA,30802,TOCO,32,7,6,1,0
3,COCHABAMBA,30803,TOLATA,32,20,18,1,1
3,COCHABAMBA,30901,QUILLACOLLO,32,801,499,43,259
3,COCHABAMBA,30902,SIPE SIPE,32,185,85,7,93
3,COCHABAMBA,30903,TIQUIPAYA,32,195,134,8,53
3,COCHABAMBA,30904,VINTO,32,191,94,15,82
3,COCHABAMBA,30905,COLCAPIRHUA,32,162,112,16,34
3,COCHABAMBA,31001,SACABA,32,727,359,59,309
3,COCHABAMBA,31002,COLOMI,32,32,22,3,7
3,COCHABAMBA,31003,VILLA TUNARI,32,135,59,9,67
3,COCHABAMBA,31101,TAPACARI,32,15,12,2,1
3,COCHABAMBA,31201,TOTORA(CBBA),32,34,33,0,1
3,COCHABAMBA,31202,POJO (CBBA),32,12,10,0,2
3,COCHABAMBA,31203,POCONA,32,15,15,0,0
3,COCHABAMBA,31204,CHIMORE,32,150,26,11,113
3,COCHABAMBA,31205,PUERTO VILLARROEL,32,454,199,26,229
3,COCHABAMBA,31206,ENTRE RIOS CBBA,32,403,114,37,252
3,COCHABAMBA,31301,MIZQUE,32,44,30,2,12
3,COCHABAMBA,31302,VILA VILA,32,2,0,0,2
3,COCHABAMBA,31401,PUNATA,32,104,23,20,61
3,COCHABAMBA,31402,VILLA RIVERO,32,5,5,0,0
3,COCHABAMBA,31403,SAN BENITO,32,84,78,2,4
3,COCHABAMBA,31404,TACACHI,32,1,0,1,0
3,COCHABAMBA,31501,BOLIVAR,32,6,2,0,4
3,COCHABAMBA,31601,TIRAQUE (CBBA),32,9,6,2,1
3,COCHABAMBA,31602,SHINAOTA,32,254,141,4,109
4,ORURO,40101,ORURO,32,3342,2600,189,553
4,ORURO,40102,CARACOLLO,32,12,1,10,1
4,ORURO,40104,SORACACHI,32,2,1,1,0
4,ORURO,40201,CHALLAPATA,32,100,94,3,3
4,ORURO,40202,SANTUARIO DE QUILLACAS,32,22,14,0,8
4,ORURO,40401,CURAHUARA DE CARANGAS,32,1,0,0,1
4,ORURO,40402,TURCO,32,3,3,0,0
4,ORURO,40501,HUACHACALLA,32,30,22,0,8
4,ORURO,40505,ESMERALDA,32,7,7,0,0
4,ORURO,40601,POOPO,32,17,16,1,0
4,ORURO,40603,ANTEQUERA,32,10,7,0,3
4,ORURO,40701,HUANUNI,32,481,370,25,86
4,ORURO,40702,MACHACAMARCA,32,8,4,1,3
4,ORURO,40801,SALINAS DE GARCI MENDOZA,32,11,8,0,3
4,ORURO,40802,PAMPA AULLAGAS,32,1,1,0,0
4,ORURO,40901,SABAYA,32,6,3,1,2
4,ORURO,40902,COIPASA,32,2,1,0,1
4,ORURO,41001,TOLEDO,32,3,2,1,0
4,ORURO,41101,EUCALIPTUS,32,41,23,3,15
4,ORURO,41201,ANDAMARCA,32,1,1,0,0
4,ORURO,41301,TOTORA(ORR),32,5,5,0,0
4,ORURO,41401,SANTIAGO DE HUARI,32,8,4,4,0
4,ORURO,41601,HUAYLLAMARCA,32,4,1,2,1
5,POTOSI,50101,POTOSI,32,631,406,66,159
5,POTOSI,50102,TINGUIPAYA,32,7,7,0,0
5,POTOSI,50201,UNCIA,32,168,124,0,44
5,POTOSI,50202,CHAYANTA,32,20,9,0,11
5,POTOSI,50203,LLALLAGUA,32,573,470,12,91
5,POTOSI,50204,CHUQUIHUTA AYLLU JUCUMANI,32,10,9,1,0
5,POTOSI,50301,BETANZOS,32,49,31,2,16
5,POTOSI,50302,CHAQUI,32,1,1,0,0
5,POTOSI,50401,COLQUECHACA,32,9,2,0,7
5,POTOSI,50402,RAVELO,32,21,20,0,1
5,POTOSI,50403,POCOATA,32,19,8,2,9
5,POTOSI,50404,OCURI,32,31,20,1,10
5,POTOSI,50501,SAN PEDRO DE BUENA VISTA,32,5,5,0,0
5,POTOSI,50502,TORO TORO,32,20,20,0,0
5,POTOSI,50601,COTAGAITA,32,3,3,0,0
5,POTOSI,50602,VITICHI,32,3,3,0,0
5,POTOSI,50701,SACACA,32,2,0,2,0
5,POTOSI,50702,CARIPUYO,32,3,3,0,0
5,POTOSI,50801,TUPIZA,32,7,6,1,0
5,POTOSI,50802,ATOCHA,32,64,49,2,13
5,POTOSI,50901,"COLCHA ""K""",32,49,32,1,16
5,POTOSI,51101,PUNA,32,11,9,2,0
5,POTOSI,51102,"CAIZA ""D""",32,12,11,1,0
5,POTOSI,51201,UYUNI,32,46,33,8,5
5,POTOSI,51202,TOMAVE,32,5,5,0,0
5,POTOSI,51203,PORCO,32,2,2,0,0
5,POTOSI,51302,ACACIO,32,4,4,0,0
5,POTOSI,51402,TAHUA,32,3,3,0,0
5,POTOSI,51501,VILLAZON,32,41,34,2,5
5,POTOSI,51601,SAN AGUSTIN,32,1,1,0,0
6,TARIJA,60101,TARIJA,32,2959,2511,83,365
6,TARIJA,60201,PADCAYA,32,49,35,0,14
6,TARIJA,60202,BERMEJO,32,154,138,3,13
6,TARIJA,60301,YACUIBA,32,723,600,16,107
6,TARIJA,60302,CARAPARI,32,125,64,1,60
6,TARIJA,60303,VILLA MONTES,32,185,69,6,110
6,TARIJA,60401,URIONDO (A. CONCEPCION),32,123,99,1,23
6,TARIJA,60402,YUNCHARA,32,7,7,0,0
6,TARIJA,60501,SAN LORENZO(TJA),32,189,135,2,52
6,TARIJA,60502,EL PUENTE(TJA),32,36,14,2,20
6,TARIJA,60601,ENTRE RIOS TRJ,32,79,61,2,16
7,SANTA CRUZ,70101,SANTA CRUZ,32,24260,5350,1059,17851
7,SANTA CRUZ,70102,COTOCA,32,908,805,14,89
7,SANTA CRUZ,70103,PORONGO,32,179,130,1,48
7,SANTA CRUZ,70104,LA GUARDIA,32,1211,259,7,945
7,SANTA CRUZ,70105,EL TORNO,32,860,604,31,225
7,SANTA CRUZ,70201,WARNES,32,776,491,10,275
7,SANTA CRUZ,70202,OKINAWA UNO,32,118,47,5,66
7,SANTA CRUZ,70301,SAN IGNACIO DE VELASCO,32,301,257,22,22
7,SANTA CRUZ,70401,BUENA VISTA,32,103,96,0,7
7,SANTA CRUZ,70402,SAN CARLOS,32,269,253,0,16
7,SANTA CRUZ,70403,YAPACANI,32,702,686,0,16
7,SANTA CRUZ,70404,SAN JUAN DE YAPACANI,32,153,153,0,0
7,SANTA CRUZ,70501,SAN JOSÉ DE CHIQUITOS,32,230,213,16,1
7,SANTA CRUZ,70502,PAILON,32,371,345,6,20
7,SANTA CRUZ,70503,ROBORÉ,32,239,233,1,5
7,SANTA CRUZ,70601,PORTACHUELO,32,260,249,4,7
7,SANTA CRUZ,70602,SANTA ROSA DEL SARA,32,170,162,0,8
7,SANTA CRUZ,70603,COLPA BÉLGICA,32,140,117,8,15
7,SANTA CRUZ,70701,LAGUNILLAS,32,4,4,0,0
7,SANTA CRUZ,70703,CABEZAS,32,48,44,1,3
7,SANTA CRUZ,70706,CAMIRI,32,208,192,3,13
7,SANTA CRUZ,70801,VALLE GRANDE,32,76,28,4,44
7,SANTA CRUZ,70802,TRIGAL,32,11,0,0,11
7,SANTA CRUZ,70803,MORO MORO,32,28,8,0,20
7,SANTA CRUZ,70901,SAMAIPATA,32,33,29,1,3
7,SANTA CRUZ,70902,PAMPA GRANDE,32,43,40,1,2
7,SANTA CRUZ,70903,MAIRANA,32,89,56,2,31
7,SANTA CRUZ,71001,MONTERO,32,2872,2067,81,724
7,SANTA CRUZ,71002,GRAL. SAAVEDRA,32,72,44,2,26
7,SANTA CRUZ,71003,MINEROS,32,135,64,5,66
7,SANTA CRUZ,71004,FERNÁNDEZ ALONSO,32,187,125,1,61
7,SANTA CRUZ,71005,SAN PEDRO,32,353,302,1,50
7,SANTA CRUZ,71101,CONCEPCIÓN,32,220,209,4,7
7,SANTA CRUZ,71102,SAN JAVIER,32,81,57,3,21
7,SANTA CRUZ,71104,SAN JULIÁN,32,220,196,8,16
7,SANTA CRUZ,71106,CUATRO CAÑADAS,32,146,115,7,24
7,SANTA CRUZ,71401,PUERTO SUAREZ,32,77,76,0,1
7,SANTA CRUZ,71402,PUERTO QUIJARRO,32,225,224,0,1
7,SANTA CRUZ,71105,SAN ANTONIO DE LOMERÍO,32,36,35,1,0
7,SANTA CRUZ,71503,EL PUENTE (SCZ),32,41,38,0,3
7,SANTA CRUZ,71301,COMARAPA,32,65,55,0,10
7,SANTA CRUZ,70702,CHARAGUA,32,10,9,1,0
7,SANTA CRUZ,70904,QUIRUSILLAS,32,11,11,0,0
7,SANTA CRUZ,71501,ASCENCIÓN DE GUARAYOS,32,76,51,0,25
7,SANTA CRUZ,71201,SAN MATIAS,32,38,25,0,13
7,SANTA CRUZ,71502,URUBICHA,32,32,18,0,14
7,SANTA CRUZ,70707,BOYUIBE,32,6,6,0,0
7,SANTA CRUZ,70705,GUTIERREZ,32,5,4,1,0
7,SANTA CRUZ,71403,CARMEN RIVERO TORREZ,32,25,25,0,0
7,SANTA CRUZ,71302,SAIPINA,32,19,17,0,2
7,SANTA CRUZ,70302,SAN MIGUEL DE VELASCO,32,23,19,1,3
7,SANTA CRUZ,70303,SAN RAFAEL,32,30,30,0,0
7,SANTA CRUZ,71103,SAN RAMON,32,129,126,0,3
8,BENI,80101,TRINIDAD,32,3737,3278,198,261
8,BENI,80102,SAN JAVIER(BNI),32,13,13,0,0
8,BENI,80201,RIBERALTA,32,668,561,58,49
8,BENI,80202,GUAYARAMERIN,32,463,424,29,10
8,BENI,80301,REYES,32,10,9,1,0
8,BENI,80302,SAN BORJA,32,148,129,4,15
8,BENI,80303,SANTA ROSA,32,12,10,0,2
8,BENI,80304,RURRENABAQUE,32,28,17,2,9
8,BENI,80401,SANTA ANA,32,218,104,5,109
8,BENI,80402,EXALTACION,32,8,0,0,8
8,BENI,80501,SAN IGNACIO,32,89,58,1,30
8,BENI,80601,LORETO,32,52,51,1,0
8,BENI,80602,SAN ANDRES,32,98,98,0,0
8,BENI,80701,SAN JOAQUIN,32,135,5,5,125
8,BENI,80702,SAN RAMON BENI,32,96,47,3,46
8,BENI,80703,PUERTO SILES,32,2,2,0,0
9,PANDO,90101,COBIJA,32,1333,982,133,218
9,PANDO,90102,PORVENIR,32,37,36,1,0
9,PANDO,90103,BOLPEBRA,32,27,22,0,5
9,PANDO,90201,PUERTO RICO,32,45,44,1,0
9,PANDO,90202,SAN PEDRO(PND),32,10,10,0,0
9,PANDO,90203,FILADELFIA,32,21,5,1,15
9,PANDO,90301,PUERTO GONZALO MORENO,32,20,20,0,0
9,PANDO,90302,SAN LORENZO(PND),32,15,15,0,0
9,PANDO,90303,SENA,32,44,44,0,0
9,PANDO,90401,NACEBE (SANTA ROSA DEL ABUNA),32,10,9,1,0
9,PANDO,90502,VILLA NUEVA (LOMA ALTA),32,6,6,0,0
9,PANDO,90104,BELLA FLOR,32,19,19,0,0
1,CHUQUISACA,10101,SUCRE,33,3114,2169,282,663
1,CHUQUISACA,10102,YOTALA,33,43,15,1,27
1,CHUQUISACA,10103,POROMA,33,7,1,0,6
1,CHUQUISACA,10201,AZURDUY,33,7,0,0,7
1,CHUQUISACA,10202,TARVITA,33,9,2,0,7
1,CHUQUISACA,10301,ZUDAÑEZ,33,19,12,0,7
1,CHUQUISACA,10302,PRESTO,33,10,0,0,10
1,CHUQUISACA,10303,MOJOCOYA,33,12,8,1,3
1,CHUQUISACA,10304,ICLA,33,12,1,0,11
1,CHUQUISACA,10401,PADILLA,33,16,1,0,15
1,CHUQUISACA,10402,TOMINA,33,18,4,0,14
1,CHUQUISACA,10403,SOPACHUY,33,3,0,0,3
1,CHUQUISACA,10404,ALCALA,33,10,2,0,8
1,CHUQUISACA,10405,EL VILLAR,33,2,1,0,1
1,CHUQUISACA,10501,MONTEAGUDO,33,71,20,0,51
1,CHUQUISACA,10601,TARABUCO,33,17,7,1,9
1,CHUQUISACA,10602,YAMPARAEZ,33,22,5,0,17
1,CHUQUISACA,10701,CAMARGO,33,46,31,1,14
1,CHUQUISACA,10702,SAN LUCAS,33,64,48,6,10
1,CHUQUISACA,10703,INCAHUASI,33,15,1,0,14
1,CHUQUISACA,10704,VILLA CHARCAS,33,18,14,0,4
1,CHUQUISACA,10801,VILLA SERRANO,33,10,0,0,10
1,CHUQUISACA,10901,CAMATAQUI (C. VILLA ABECIA),33,4,1,0,3
1,CHUQUISACA,10902,CULPINA,33,28,5,2,21
1,CHUQUISACA,10903,LAS CARRERAS,33,8,5,0,3
1,CHUQUISACA,11001,VILLA VACA GUZMAN (MUYUPAMPA),33,34,9,0,25
1,CHUQUISACA,11003,MACHARETI,33,4,1,0,3
2,LA PAZ,20101,LA PAZ,33,17085,15786,253,1046
2,LA PAZ,20103,MECAPACA,33,17,16,1,0
2,LA PAZ,20104,ACHOCALLA,33,38,31,0,7
2,LA PAZ,20105,EL ALTO,33,6860,6157,142,561
2,LA PAZ,20201,ACHACACHI,33,23,19,3,1
2,LA PAZ,20202,ANCORAIMES,33,3,2,0,1
2,LA PAZ,20203,CHUA COCANI,33,1,1,0,0
2,LA PAZ,20205,SANTIAGO DE HUATA,33,1,1,0,0
2,LA PAZ,20206,HUATAJATA,33,2,2,0,0
2,LA PAZ,20301,CORO CORO,33,16,15,0,1
2,LA PAZ,20304,COMANCHE,33,2,2,0,0
2,LA PAZ,20305,CHARAÑA,33,2,2,0,0
2,LA PAZ,20306,WALDO BALLIVIAN,33,2,2,0,0
2,LA PAZ,20402,MOCOMOCO,33,2,2,0,0
2,LA PAZ,20403,PUERTO CARABUCO,33,1,1,0,0
2,LA PAZ,20405,ESCOMA,33,4,3,1,0
2,LA PAZ,20501,CHUMA,33,2,2,0,0
2,LA PAZ,20502,AYATA,33,2,2,0,0
2,LA PAZ,20601,SORATA,33,9,9,0,0
2,LA PAZ,20602,GUANAY,33,3,2,0,1
2,LA PAZ,20603,TACACOMA,33,1,1,0,0
2,LA PAZ,20606,TIPUANI,33,1,1,0,0
2,LA PAZ,20607,MAPIRI,33,2,0,1,1
2,LA PAZ,20608,TEOPONTE,33,7,6,0,1
2,LA PAZ,20701,APOLO,33,2,2,0,0
2,LA PAZ,20702,PELECHUCO,33,1,1,0,0
2,LA PAZ,20801,VIACHA,33,476,402,5,69
2,LA PAZ,20802,GUAQUI,33,1,1,0,0
2,LA PAZ,20803,TIAWANACU,33,5,5,0,0
2,LA PAZ,20902,SAPAHAQUI,33,5,5,0,0
2,LA PAZ,20903,YACO,33,2,2,0,0
2,LA PAZ,20904,MALLA,33,6,5,0,1
2,LA PAZ,20905,CAIROMA,33,16,5,0,11
2,LA PAZ,21001,INQUISIVI,33,7,7,0,0
2,LA PAZ,21002,QUIME,33,7,6,1,0
2,LA PAZ,21003,CAJUATA,33,2,0,1,1
2,LA PAZ,21004,COLQUIRI,33,65,9,7,49
2,LA PAZ,21005,ICHOCA,33,1,0,0,1
2,LA PAZ,21101,CHULUMANI (V. DE LA LIBERTAD),33,21,11,4,6
2,LA PAZ,21102,IRUPANA (VILLA DE LANZA),33,41,38,2,1
2,LA PAZ,21103,YANACACHI,33,9,8,0,1
2,LA PAZ,21104,PALOS BLANCOS,33,27,23,3,1
2,LA PAZ,21105,LA ASUNTA,33,4,3,1,0
2,LA PAZ,21201,PUCARANI,33,17,15,1,1
2,LA PAZ,21202,LAJA,33,35,31,3,1
2,LA PAZ,21203,BATALLAS,33,42,39,2,1
2,LA PAZ,21301,SICA SICA (VILLA AROMA),33,11,7,3,1
2,LA PAZ,21302,UMALA,33,16,4,3,9
2,LA PAZ,21304,CALAMARCA,33,3,3,0,0
2,LA PAZ,21305,PATACAMAYA,33,61,22,6,33
2,LA PAZ,21306,COLQUENCHA,33,5,5,0,0
2,LA PAZ,21307,COLLANA,33,1,1,0,0
2,LA PAZ,21401,COROICO,33,24,15,1,8
2,LA PAZ,21402,CORIPATA,33,31,17,4,10
2,LA PAZ,21502,SAN BUENA VENTURA,33,11,4,1,6
2,LA PAZ,21701,COPACABANA,33,7,4,0,3
2,LA PAZ,21702,SAN PEDRO DE TIQUINA,33,6,6,0,0
2,LA PAZ,21802,PAPEL PAMPA,33,1,1,0,0
2,LA PAZ,21901,SANTIAGO DE MACHACA,33,2,2,0,0
2,LA PAZ,22001,CARANAVI,33,62,47,3,12
2,LA PAZ,22002,ALTO BENI,33,3,2,1,0
3,COCHABAMBA,30101,COCHABAMBA,33,6692,3611,501,2580
3,COCHABAMBA,30201,AIQUILE,33,34,1,5,28
3,COCHABAMBA,30203,OMEREQUE,33,14,4,1,9
3,COCHABAMBA,30301,AYOPAYA (V. DE INDEPENDENCIA),33,3,3,0,0
3,COCHABAMBA,30302,MOROCHATA,33,1,1,0,0
3,COCHABAMBA,30303,COCAPATA,33,2,1,1,0
3,COCHABAMBA,30401,TARATA,33,24,7,6,11
3,COCHABAMBA,30402,ANZALDO,33,13,13,0,0
3,COCHABAMBA,30403,ARBIETO,33,15,4,3,8
3,COCHABAMBA,30501,ARANI,33,25,18,2,5
3,COCHABAMBA,30502,VACAS,33,6,3,0,3
3,COCHABAMBA,30601,ARQUE,33,3,0,2,1
3,COCHABAMBA,30701,CAPINOTA,33,89,71,5,13
3,COCHABAMBA,30702,SANTIVAÑES,33,28,2,1,25
3,COCHABAMBA,30703,SICAYA,33,8,3,0,5
3,COCHABAMBA,30801,CLIZA,33,28,17,4,7
3,COCHABAMBA,30802,TOCO,33,7,5,2,0
3,COCHABAMBA,30803,TOLATA,33,21,18,1,2
3,COCHABAMBA,30901,QUILLACOLLO,33,921,565,48,308
3,COCHABAMBA,30902,SIPE SIPE,33,203,87,8,108
3,COCHABAMBA,30903,TIQUIPAYA,33,208,122,11,75
3,COCHABAMBA,30904,VINTO,33,221,90,19,112
3,COCHABAMBA,30905,COLCAPIRHUA,33,169,106,18,45
3,COCHABAMBA,31001,SACABA,33,776,360,60,356
3,COCHABAMBA,31002,COLOMI,33,33,21,3,9
3,COCHABAMBA,31003,VILLA TUNARI,33,135,27,9,99
3,COCHABAMBA,31101,TAPACARI,33,17,11,2,4
3,COCHABAMBA,31201,TOTORA(CBBA),33,35,17,1,17
3,COCHABAMBA,31202,POJO (CBBA),33,12,10,0,2
3,COCHABAMBA,31203,POCONA,33,15,14,0,1
3,COCHABAMBA,31204,CHIMORE,33,152,16,11,125
3,COCHABAMBA,31205,PUERTO VILLARROEL,33,467,174,28,265
3,COCHABAMBA,31206,ENTRE RIOS CBBA,33,430,105,37,288
3,COCHABAMBA,31301,MIZQUE,33,64,45,3,16
3,COCHABAMBA,31302,VILA VILA,33,2,0,0,2
3,COCHABAMBA,31401,PUNATA,33,110,21,21,68
3,COCHABAMBA,31402,VILLA RIVERO,33,7,7,0,0
3,COCHABAMBA,31403,SAN BENITO,33,85,75,2,8
3,COCHABAMBA,31404,TACACHI,33,1,0,1,0
3,COCHABAMBA,31501,BOLIVAR,33,6,0,0,6
3,COCHABAMBA,31601,TIRAQUE (CBBA),33,9,6,2,1
3,COCHABAMBA,31602,SHINAOTA,33,255,129,4,122
4,ORURO,40101,ORURO,33,3474,2617,193,664
4,ORURO,40102,CARACOLLO,33,16,5,10,1
4,ORURO,40104,SORACACHI,33,2,1,1,0
4,ORURO,40201,CHALLAPATA,33,103,97,3,3
4,ORURO,40202,SANTUARIO DE QUILLACAS,33,17,9,0,8
4,ORURO,40401,CURAHUARA DE CARANGAS,33,1,0,0,1
4,ORURO,40402,TURCO,33,3,3,0,0
4,ORURO,40501,HUACHACALLA,33,30,11,0,19
4,ORURO,40505,ESMERALDA,33,7,7,0,0
4,ORURO,40601,POOPO,33,18,17,1,0
4,ORURO,40603,ANTEQUERA,33,7,4,0,3
4,ORURO,40701,HUANUNI,33,481,367,25,89
4,ORURO,40702,MACHACAMARCA,33,9,5,1,3
4,ORURO,40801,SALINAS DE GARCI MENDOZA,33,9,6,0,3
4,ORURO,40802,PAMPA AULLAGAS,33,1,1,0,0
4,ORURO,40901,SABAYA,33,6,3,1,2
4,ORURO,40902,COIPASA,33,1,0,0,1
4,ORURO,41001,TOLEDO,33,4,2,2,0
4,ORURO,41101,EUCALIPTUS,33,41,22,4,15
4,ORURO,41201,ANDAMARCA,33,1,1,0,0
4,ORURO,41301,TOTORA(ORR),33,5,5,0,0
4,ORURO,41401,SANTIAGO DE HUARI,33,13,9,4,0
4,ORURO,41601,HUAYLLAMARCA,33,6,3,2,1
5,POTOSI,50101,POTOSI,33,1482,1225,95,162
5,POTOSI,50102,TINGUIPAYA,33,7,7,0,0
5,POTOSI,50201,UNCIA,33,203,141,0,62
5,POTOSI,50202,CHAYANTA,33,26,12,0,14
5,POTOSI,50203,LLALLAGUA,33,673,570,12,91
5,POTOSI,50204,CHUQUIHUTA AYLLU JUCUMANI,33,10,9,1,0
5,POTOSI,50301,BETANZOS,33,58,40,2,16
5,POTOSI,50302,CHAQUI,33,1,1,0,0
5,POTOSI,50401,COLQUECHACA,33,15,8,0,7
5,POTOSI,50402,RAVELO,33,25,22,0,3
5,POTOSI,50403,POCOATA,33,24,8,4,12
5,POTOSI,50404,OCURI,33,36,24,1,11
5,POTOSI,50501,SAN PEDRO DE BUENA VISTA,33,9,8,1,0
5,POTOSI,50502,TORO TORO,33,28,27,1,0
5,POTOSI,50601,COTAGAITA,33,4,4,0,0
5,POTOSI,50602,VITICHI,33,5,2,0,3
5,POTOSI,50701,SACACA,33,3,1,2,0
5,POTOSI,50702,CARIPUYO,33,3,3,0,0
5,POTOSI,50801,TUPIZA,33,26,25,1,0
5,POTOSI,50802,ATOCHA,33,81,64,2,15
5,POTOSI,50901,"COLCHA ""K""",33,68,39,2,27
5,POTOSI,51101,PUNA,33,40,29,2,9
5,POTOSI,51102,"CAIZA ""D""",33,39,30,1,8
5,POTOSI,51103,CKOCHAS,33,1,1,0,0
5,POTOSI,51201,UYUNI,33,56,40,8,8
5,POTOSI,51202,TOMAVE,33,5,5,0,0
5,POTOSI,51203,PORCO,33,2,2,0,0
5,POTOSI,51302,ACACIO,33,4,4,0,0
5,POTOSI,51402,TAHUA,33,6,6,0,0
5,POTOSI,51501,VILLAZON,33,96,65,7,24
5,POTOSI,51601,SAN AGUSTIN,33,1,1,0,0
6,TARIJA,60101,TARIJA,33,3573,2961,95,517
6,TARIJA,60201,PADCAYA,33,56,24,0,32
6,TARIJA,60202,BERMEJO,33,179,128,3,48
6,TARIJA,60301,YACUIBA,33,900,761,21,118
6,TARIJA,60302,CARAPARI,33,134,31,1,102
6,TARIJA,60303,VILLA MONTES,33,230,89,7,134
6,TARIJA,60401,URIONDO (A. CONCEPCION),33,126,86,1,39
6,TARIJA,60402,YUNCHARA,33,7,7,0,0
6,TARIJA,60501,SAN LORENZO(TJA),33,262,173,2,87
6,TARIJA,60502,EL PUENTE(TJA),33,48,23,2,23
6,TARIJA,60601,ENTRE RIOS TRJ,33,80,59,2,19
7,SANTA CRUZ,70101,SANTA CRUZ,33,25144,2496,1195,21453
7,SANTA CRUZ,70102,COTOCA,33,974,862,14,98
7,SANTA CRUZ,70103,PORONGO,33,183,116,1,66
7,SANTA CRUZ,70104,LA GUARDIA,33,1281,282,7,992
7,SANTA CRUZ,70105,EL TORNO,33,925,647,31,247
7,SANTA CRUZ,70201,WARNES,33,793,488,10,295
7,SANTA CRUZ,70202,OKINAWA UNO,33,120,49,5,66
7,SANTA CRUZ,70301,SAN IGNACIO DE VELASCO,33,305,259,22,24
7,SANTA CRUZ,70401,BUENA VISTA,33,106,99,0,7
7,SANTA CRUZ,70402,SAN CARLOS,33,273,257,0,16
7,SANTA CRUZ,70403,YAPACANI,33,707,691,0,16
7,SANTA CRUZ,70404,SAN JUAN DE YAPACANI,33,153,153,0,0
7,SANTA CRUZ,70501,SAN JOSÉ DE CHIQUITOS,33,238,221,16,1
7,SANTA CRUZ,70502,PAILON,33,383,357,6,20
7,SANTA CRUZ,70503,ROBORÉ,33,248,242,1,5
7,SANTA CRUZ,70601,PORTACHUELO,33,260,249,4,7
7,SANTA CRUZ,70602,SANTA ROSA DEL SARA,33,173,165,0,8
7,SANTA CRUZ,70603,COLPA BÉLGICA,33,140,117,8,15
7,SANTA CRUZ,70701,LAGUNILLAS,33,4,4,0,0
7,SANTA CRUZ,70703,CABEZAS,33,51,47,1,3
7,SANTA CRUZ,70706,CAMIRI,33,277,248,3,26
7,SANTA CRUZ,70801,VALLE GRANDE,33,76,25,4,47
7,SANTA CRUZ,70802,TRIGAL,33,11,0,0,11
7,SANTA CRUZ,70803,MORO MORO,33,30,9,0,21
7,SANTA CRUZ,70901,SAMAIPATA,33,33,29,1,3
7,SANTA CRUZ,70902,PAMPA GRANDE,33,53,44,1,8
7,SANTA CRUZ,70903,MAIRANA,33,95,51,2,42
7,SANTA CRUZ,71001,MONTERO,33,2901,2058,81,762
7,SANTA CRUZ,71002,GRAL. SAAVEDRA,33,72,44,2,26
7,SANTA CRUZ,71003,MINEROS,33,135,64,5,66
7,SANTA CRUZ,71004,FERNÁNDEZ ALONSO,33,195,132,1,62
7,SANTA CRUZ,71005,SAN PEDRO,33,367,312,1,54
7,SANTA CRUZ,71101,CONCEPCIÓN,33,237,226,4,7
7,SANTA CRUZ,71102,SAN JAVIER,33,81,57,3,21
7,SANTA CRUZ,71104,SAN JULIÁN,33,229,198,8,23
7,SANTA CRUZ,71106,CUATRO CAÑADAS,33,147,116,7,24
7,SANTA CRUZ,71401,PUERTO SUAREZ,33,78,77,0,1
7,SANTA CRUZ,71402,PUERTO QUIJARRO,33,228,227,0,1
7,SANTA CRUZ,71105,SAN ANTONIO DE LOMERÍO,33,36,35,1,0
7,SANTA CRUZ,71503,EL PUENTE (SCZ),33,45,38,0,7
7,SANTA CRUZ,71301,COMARAPA,33,73,63,0,10
7,SANTA CRUZ,70702,CHARAGUA,33,10,9,1,0
7,SANTA CRUZ,70904,QUIRUSILLAS,33,11,5,0,6
7,SANTA CRUZ,71501,ASCENCIÓN DE GUARAYOS,33,77,49,0,28
7,SANTA CRUZ,71201,SAN MATIAS,33,38,25,0,13
7,SANTA CRUZ,71502,URUBICHA,33,37,23,0,14
7,SANTA CRUZ,70707,BOYUIBE,33,15,15,0,0
7,SANTA CRUZ,70705,GUTIERREZ,33,8,7,1,0
7,SANTA CRUZ,71403,CARMEN RIVERO TORREZ,33,29,29,0,0
7,SANTA CRUZ,71302,SAIPINA,33,22,20,0,2
7,SANTA CRUZ,70302,SAN MIGUEL DE VELASCO,33,23,19,1,3
7,SANTA CRUZ,70303,SAN RAFAEL,33,30,30,0,0
7,SANTA CRUZ,71103,SAN RAMON,33,141,128,0,13
8,BENI,80101,TRINIDAD,33,3770,3297,202,271
8,BENI,80102,SAN JAVIER(BNI),33,13,13,0,0
8,BENI,80201,RIBERALTA,33,673,565,59,49
8,BENI,80202,GUAYARAMERIN,33,468,429,29,10
8,BENI,80301,REYES,33,14,11,3,0
8,BENI,80302,SAN BORJA,33,194,173,5,16
8,BENI,80303,SANTA ROSA,33,12,10,0,2
8,BENI,80304,RURRENABAQUE,33,97,78,3,16
8,BENI,80401,SANTA ANA,33,230,115,6,109
8,BENI,80402,EXALTACION,33,8,0,0,8
8,BENI,80501,SAN IGNACIO,33,92,31,4,57
8,BENI,80601,LORETO,33,52,51,1,0
8,BENI,80602,SAN ANDRES,33,98,98,0,0
8,BENI,80701,SAN JOAQUIN,33,138,7,6,125
8,BENI,80702,SAN RAMON BENI,33,96,2,3,91
8,BENI,80703,PUERTO SILES,33,2,2,0,0
9,PANDO,90101,COBIJA,33,1515,1211,138,166
9,PANDO,90102,PORVENIR,33,37,36,1,0
9,PANDO,90103,BOLPEBRA,33,44,9,0,35
9,PANDO,90201,PUERTO RICO,33,81,70,1,10
